User Name,Driver Id,Policy Number,D.O.P,Block Id,Location,Issue,D.O.I,D.O.R,Amount,Asset,Sybil Attack,Claim Id,Age
Linda Roper,4703555,2280393,4/21/2020,14785,"Southside, AR",Auto Theft,09/01/2020,05/08/2021,14343,38605,1,7497549,55
Lowell Kersey,1852137,7097193,10/18/2020,41771,"Grandfield, OK",Multiple Car Accident,03/28/2021,11/12/2021,16942,41644,1,9803769,42
Blanche Lester,9254432,7381873,3/9/2020,60043,"Jennerstown, PA",Hit and Run,03/28/2021,04/01/2021,9278,34817,1,4675688,36
Susan Anderson,9369687,4964443,8/9/2020,26565,"Bossier City, LA",Hit and Run,10/18/2021,10/20/2021,12094,7081,0,7920991,19
Ray Balistrieri,3484463,6116826,8/12/2020,49226,"Micanopy, FL",Hit and Run,10/01/2020,11/06/2021,8751,51135,1,1127302,49
Thomas Borek,8596026,8154672,1/22/2020,81496,"Dakota Ridge, CO",Multiple Car Accident,10/11/2020,11/12/2020,19816,12147,1,6152712,50
Lena Mullin,1350969,6869236,5/28/2020,40951,"Denton, KS",Single Car Accident,07/26/2021,10/23/2021,3766,27259,0,8780054,54
Patti Miles,4355195,7434618,10/9/2020,14953,"Selbyville, DE",Auto Theft,04/24/2021,10/26/2021,11998,31267,0,4007664,63
Georgina Monahan,8070697,7089914,2/25/2020,32377,"Wallowa Lake, OR",Bike & Car Accident,08/31/2021,09/05/2021,8293,8951,0,5819506,59
Roger Johnson,2717172,7191767,4/22/2020,82951,"Arcadia, KS",Auto Theft,12/14/2020,03/19/2021,17807,32430,1,2939893,60
Steve Rivera,3118421,6244908,2/9/2020,17121,"Willard, UT",Single Car Accident,03/28/2021,09/03/2021,8997,41212,1,7487523,26
Joyce Villa,9418418,8613031,1/4/2020,48173,"Jupiter Inlet Colony, FL",Multiple Car Accident,01/18/2020,12/21/2020,4361,8789,0,2998147,30
Cindy Randall,7744444,4130063,6/17/2020,86114,"Washington, NE",Hit and Run,10/22/2021,11/28/2021,13879,49446,0,8757917,38
Ted Painter,1881347,3897581,5/27/2020,42829,"Riverdale, VA",Hit and Run,12/10/2020,08/08/2021,16356,9629,1,2331443,29
Sharon Davis,6460714,8478806,10/6/2020,44068,"Fort Atkinson, IA",Single Car Accident,06/07/2021,09/25/2021,17810,46426,1,8092057,32
Mavis Watson,1702328,8321180,6/20/2020,27375,"Nash, TX",Bike & Car Accident,08/27/2021,09/16/2021,11341,27750,0,2951407,25
Dan Martin,2684736,7698667,11/15/2020,27969,"Cohutta, GA",Bike & Car Accident,02/24/2021,11/27/2021,11003,18618,0,2242158,31
Karla Frazier,2690164,6637103,3/17/2020,43010,"River Hills, WI",Auto Theft,06/11/2020,09/21/2020,19650,43280,0,5094179,42
Pauline Milburn,1039437,5344549,9/4/2020,39154,"Gypsum, KS",Multiple Car Accident,08/12/2021,08/15/2021,2464,23996,0,5437139,18
Cassandra Hernandez,4214839,9113968,6/25/2020,11836,"Corinth, TX",Single Car Accident,05/12/2021,06/08/2021,14737,55678,0,6671687,59
Angela Hartman,2798570,3640365,9/1/2020,25345,"Warson Woods, MO",Single Car Accident,05/13/2021,11/24/2021,9095,47380,0,8605188,62
Alice Wible,8695067,8600772,1/6/2020,50277,"Bryant, IN",Bike & Car Accident,06/29/2021,10/28/2021,9770,15647,0,1946792,24
Wallace Barton,2284456,1168990,7/9/2020,22670,"Boston, GA",Hit and Run,08/03/2021,10/01/2021,6175,49782,0,7489490,16
Kimberly Martin,8884563,7855800,2/10/2020,58403,"Lane, KS",Auto Theft,05/01/2020,02/22/2021,17049,21187,1,8635549,35
Karen Pike,2603590,1591356,4/7/2020,43881,"Havelock, IA",Auto Theft,12/26/2020,02/12/2021,19843,34724,0,1870462,64
Maria Smith,7548561,1409582,4/12/2020,29672,"Kingston, PA",Hit and Run,10/09/2020,10/12/2021,7321,39426,0,6755212,29
Cheryl Cartwright,6462799,1282455,11/26/2020,72639,"Sky Lake, FL",Bike & Car Accident,08/20/2021,09/24/2021,10311,32339,0,2517606,24
